id,rue,cp,ville,adresse_full,name,raison_sociale,telephone,accueil_1,accueil_2,eco_orgs,folder_type
fvm_0380,Route de Bagnols,30300,TRESQUES,Route de Bagnols 30300 TRESQUES,POINT P BAGNOLS,POINT P,04 66 89 55 62,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0381,Route de Montpellier,34725,ST-ANDRE-DE-SAGONIS,Route de Montpellier 34725 ST-ANDRE-DE-SAGONIS,POINT P ST-ANDRE-DE-SAGONIS,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0382,16 avenue Emmanuel d'Alzon - BP 51022,30123,LE VIGAN CEDEX,16 avenue Emmanuel d'Alzon - BP 51022 30123 LE VIGAN CEDEX,POINT P LE VIGAN,POINT P,04 67 81 81 81,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0383,14 rue du Menestrel,34190,GANGES,14 rue du Menestrel 34190 GANGES,POINT P GANGES,POINT P,04 67 73 90 39,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0384,ZAC LA DOMITIENNE - 4 avenue des Métiers d'Art,34534,BEZIERS CEDEX,ZAC LA DOMITIENNE - 4 avenue des Métiers d'Art 34534 BEZIERS CEDEX,POINT P BEZIERS,POINT P,04 67 11 67 11,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0385,546 rue du Mas St Pierre,,,546 rue du Mas St Pierre,POINT P MONTPELLIER,POINT P,06 12 89 37 23,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0386,ZONE ACTIVITE LE CAPITOUL,34700,LODEVE,ZONE ACTIVITE LE CAPITOUL 34700 LODEVE,POINT P Lodeve,POINT P,04 67 44 02 15,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0387,"ZAC LES JONCASSES, route de Murviel",34660,COURNONTERRAL,"ZAC LES JONCASSES, route de Murviel 34660 COURNONTERRAL",POINT P COURNONTERRAL,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0388,2 ZAE LA LIQUIERE,34380,ST MARTIN DE LONDRES,2 ZAE LA LIQUIERE 34380 ST MARTIN DE LONDRES,POINT P ST MARTIN DE LONDRES,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0389,1023 avenue des Eaux Blanches,34200,SETE,1023 avenue des Eaux Blanches 34200 SETE,POINT P SETE ZI DES EAUX BLANCHES,POINT P,04 67 46 67 67,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0390,ZA du Mingrelin,50500,Carentan-les-Marais,ZA du Mingrelin - 50500 Carentan-les-Marais,POINT P Carentan les Marais,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0391,ZA de la Mare aux Raines,50190,PERIERS,ZA de la Mare aux Raines - 50190 PERIERS,POINT P Périers,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0392,Rue Longue Mare,50110,TOURLAVILLE,Rue Longue Mare - 50110 TOURLAVILLE,POINT P Cherbourg Longue Mare,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0393,14 rue Baptiste Marcet,50110,Cherbourg-en Cotentin,14 rue Baptiste Marcet - 50110 Cherbourg-en Cotentin,POINT P Tourlaville Marcet,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0394,Les Prés du Pont -  Le Val Saint Père,50300,AVRANCHES,Les Prés du Pont -  Le Val Saint Père - 50300 AVRANCHES,POINT P Avranches Le Val Saint Père,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0395,la Lucerie,50370,Brécey,la Lucerie - 50370 Brécey,POINT P Brécey,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0396,route de Valognes,50260,Bricquebec-en-Cotentin,route de Valognes - 50260 Bricquebec-en-Cotentin,POINT P Bricquebec,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0397,4 av de Verdun,50200,Coutances,4 av de Verdun - 50200 Coutances,POINT P Coutances,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0398,"ZI rue de Torigny, la Chevalerie E",50000,Saint-Lô,"ZI rue de Torigny, la Chevalerie E - 50000 Saint-Lô",POINT P St Lô,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0399,32 route de Diélette,50340,Les Pieux,32 route de Diélette - 50340 Les Pieux,Point P les Pieux,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0400,13 rte de St-Lô,50160,Torigny-les-Villes,13 rte de St-Lô - 50160 Torigny-les-Villes,POINT P Torigny,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0401,30 rte de la Ferme,50700,Valognes,30 rte de la Ferme - 50700 Valognes,POINT P Valognes,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0402,ZI avenue des Matignon,50400,Granville,ZI avenue des Matignon - 50400 Granville,Point P Granville,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0403,Chemin de Cruscades,11200,Lézignan-Corbières,Chemin de Cruscades - 11200 Lézignan-Corbières,POINT P Lézignan-Corbières,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0404,Giratoire des Evadés de France - 42 Rue Blaise Pascal,11100,NARBONNE,Giratoire des Evadés de France - 42 Rue Blaise Pascal - 11100 NARBONNE,POINT P Narbonne,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0405,35 Rue de Gode,95100,ARGENTEUIL,35 Rue de Gode - 95100 ARGENTEUIL,POINT P Argenteuil,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0406,5 Allée de Madrid,93320,Les Pavillons-sous-Bois,"5 Allée de Madrid, 93320 Les Pavillons-sous-Bois",POINT P Les Pavillons-sous-Bos,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0407,"256 BD DU HAVRE, RN 14",95480,PIERRELAYE,"256 BD DU HAVRE, RN 14, 95480 PIERRELAYE",POINT P Pierrelaye,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0408,27 Avenue des Guilleraies,92000,Nanterre,"27 Avenue des Guilleraies, 92000 Nanterre",POINT P Nanterre,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0409,29 Quai Lucien Lefranc,93300,Aubervilliers,29 Quai Lucien Lefranc 93300 Aubervilliers,POINT.P AUBERVILLIERS,POINT P,01 53 56 25 80,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0410,75 Rue du Parc,93130,Noisy-le-Sec,75 Rue du Parc 93130 Noisy-le-Sec,POINT.P NOISY LE SEC,POINT P,01 48 10 10 10,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0411,410 route de Clisson,44120,Vertou,"410 route de Clisson, 44120 Vertou",NANTES VERTOU POINT P,POINT P,06 32 11 16 38,,,Valobat,Point d'apport volontaire
fvm_0412,RUE DES MINAIS,44340,BOUGUENAIS,"RUE DES MINAIS, 44340 BOUGUENAIS",NANTES BOUGUENAIS POINT P,POINT P,06 44 64 22 47,,,Valobat,Point d'apport volontaire
fvm_0413,12 RUE DES COCHARDIERES,44805,St Herblain Cedex,"12 RUE DES COCHARDIERES, 44805 St Herblain Cedex",ST-HERBLAIN ATLANTIS POINT P,POINT P,02 40 79 84 81,,,Valobat,Point d'apport volontaire
fvm_0414,1 RUE DES FORETS,44140,Montbert,"1 RUE DES FORETS, 44140 Montbert",MONTBERT POINT P,POINT P,"02 51 08 09 47 
07 88 18 93 29",,,Valobat,Point d'apport volontaire
fvm_0415,12 RUE GUSTAVE EIFFEL,44130,Blain,"12 RUE GUSTAVE EIFFEL, 44130 Blain",BLAIN POINT P,POINT P,,,,Valobat,Point d'apport volontaire
fvm_0416,216 AVENUE DE LA DEFENSE PASSIVE,80136,RIVERY,216 AVENUE DE LA DEFENSE PASSIVE - 80136 RIVERY,POINT P AMIENS RIVERY,POINT P AMIENS RIVERY,03 22 70 90 00,Professionnels,,Valobat,Point d'apport volontaire
fvm_0417,87 RUE FENDALI,59580,ANICHE,87 RUE FENDALI - 59580 ANICHE,POINT P ANICHE,POINT P ANICHE,03 27 92 42 42,Professionnels,,Valobat,Point d'apport volontaire
fvm_0418,RUE DU PRESIDENT COTY,62232,ANNEZIN,RUE DU PRESIDENT COTY - 62232 ANNEZIN,POINT P ANNEZIN,POINT P ANNEZIN,03 21 57 99 60,Professionnels,,Valobat,Point d'apport volontaire
fvm_0419,41 RUE ROGER SALENGRO,59620,AULNOYE-AYMERIES,41 RUE ROGER SALENGRO - 59620 AULNOYE-AYMERIES,POINT P AULNOYE AYMERIES,POINT P AULNOYE AYMERIES,03 27 67 35 45,Professionnels,,Valobat,Point d'apport volontaire
fvm_0420,100 RUE JEAN JAURES,02110,BOHAIN EN VERMANDOIS,100 RUE JEAN JAURES - 02110 BOHAIN EN VERMANDOIS,POINT P BOHAIN EN VERMANDOIS,POINT P BOHAIN EN VERMANDOIS,03 23 07 14 52,Professionnels,,Valobat,Point d'apport volontaire
fvm_0421,68 AVENUE ANTOINE SAINT EXUPERY,62100,CALAIS,68 AVENUE ANTOINE SAINT EXUPERY - 62100 CALAIS,POINT P CALAIS,POINT P CALAIS,03 21 96 34 98,Professionnels,,Valobat,Point d'apport volontaire
fvm_0422,140 BOULEVARD FAIDHERBE,59400,CAMBRAI,140 BOULEVARD FAIDHERBE - 59400 CAMBRAI,POINT P CAMBRAI,POINT P CAMBRAI,03 27 72 04 04,Professionnels,,Valobat,Point d'apport volontaire
fvm_0423,401 ROUTE DE BEAUMONT,60230,CHAMBLY,401 ROUTE DE BEAUMONT - 60230 CHAMBLY,POINT P CHAMBLY,POINT P CHAMBLY,01 30 34 84 30,Professionnels,,Valobat,Point d'apport volontaire
fvm_0424,2 RUE DU MARAIS SEC,60180,NOGENT SUR OISE,2 RUE DU MARAIS SEC - 60180 NOGENT SUR OISE,POINT P CREIL,POINT P CREIL,03 44 66 88 88,Professionnels,,Valobat,Point d'apport volontaire
fvm_0425,5 RUE PIERRE CURIE,59272,DON,5 RUE PIERRE CURIE - 59272 DON,POINT P DON,POINT P DON,03 20 58 42 49,Professionnels,,Valobat,Point d'apport volontaire
fvm_0426,RUE EDMOND GOSSELIN,59500,DOUAI,RUE EDMOND GOSSELIN - 59500 DOUAI,POINT P DOUAI,POINT P DOUAI,03 27 08 75 45,Professionnels,,Valobat,Point d'apport volontaire
fvm_0427,"LA ZONE BP 22, ZI",80600,DOULLENS,"LA ZONE BP 22, ZI - 80600 DOULLENS",POINT P DOULLENS,POINT P DOULLENS,03 22 77 76 30,Professionnels,,Valobat,Point d'apport volontaire
fvm_0428,LA HAUTE BORNE,80420,FLIXECOURT,LA HAUTE BORNE - 80420 FLIXECOURT,POINT P FLIXECOURT,POINT P FLIXECOURT,03 22 51 50 50,Professionnels,,Valobat,Point d'apport volontaire
fvm_0429,51 RUE DE LA CHAPELLE,59190,HAZEBROUCK,51 RUE DE LA CHAPELLE - 59190 HAZEBROUCK,POINT P HAZEBROUCK,POINT P HAZEBROUCK,03 28 49 51 58,Professionnels,,Valobat,Point d'apport volontaire
fvm_0430,RUE DE LA HAIE PLOUVIER,59810,LESQUIN,RUE DE LA HAIE PLOUVIER - 59810 LESQUIN,POINT P LESQUIN,POINT P LESQUIN,03 20 16 90 20,Professionnels,,Valobat,Point d'apport volontaire
fvm_0431,LA GARMANIERE,56140,MALESTROIT,LA GARMANIERE -56140 MALESTROIT,POINT P,POINT P MALESTROIT,02 97 75 20 22,Professionnels,,Valobat,Point d'apport volontaire
fvm_0432,"RUE DES CHATEAUX, ZI LA PILATERIE",59700,MARCQ EN BAROEUL,"RUE DES CHATEAUX, ZI LA PILATERIE - 59700 MARCQ EN BAROEUL",POINT P MARCQ EN BAROEUL,POINT P MARCQ EN BAROEUL,03 20 20 07 30,Professionnels,,Valobat,Point d'apport volontaire
fvm_0433,424 AVENUE DE LA GIRONDE,59640,DUNKERQUE,424 AVENUE DE LA GIRONDE - 59640 DUNKERQUE,POINT P PETITE SYNTHE,POINT P PETITE SYNTHE,03 28 25 91 00,Professionnels,,Valobat,Point d'apport volontaire
fvm_0434,ZI DU BOIS VERT,56800,PLOERMEL,ZI DU BOIS VERT - 56800 PLOERMEL,POINT P,POINT P PLOERMEL,02 97 99 12 75,Professionnels,,Valobat,Point d'apport volontaire
fvm_0435,8 RUE LEON BOURGEOIS,60700,PONT SAINTE MAXENCE,8 RUE LEON BOURGEOIS - 60700 PONT SAINTE MAXENCE,POINT P PONT STE MAXENCE,POINT P PONT STE MAXENCE,03 44 72 20 66,Professionnels,,Valobat,Point d'apport volontaire
fvm_0436,Avenue Marc Lefrancq Za de L'aerodrome,59121,Prouvy,Avenue Marc Lefrancq Za de L'aerodrome - 59121 Prouvy,POINT P PROUVY,POINT P PROUVY,03 27 29 80 80,Professionnels,,Valobat,Point d'apport volontaire
fvm_0437,PARC DU LION,59223,RONCQ,PARC DU LION - 59223 RONCQ,POINT P RONCQ,POINT P RONcQ,03 20 27 94 60,Professionnels,,Valobat,Point d'apport volontaire
fvm_0438,63 RUE FELIX FAURE,59350,SAINT ANDRE LEZ LILLE,63 RUE FELIX FAURE - 59350 SAINT ANDRE LEZ LILLE,POINT P SAINT ANDRE LEZ LILLLE,POINT P SAINT ANDRE LEZ LILLLE,03 20 42 44 24,Professionnels,,Valobat,Point d'apport volontaire
fvm_0439,9 ROUTE DE CREIL,60340,SAINT LEU D'ESSEURENT,9 ROUTE DE CREIL - 60340 SAINT LEU D'ESSEURENT,POINT P SAINT LEU D'ESSEURENT,POINT P SAINT LEU D'ESSEURENT,03 44 64 49 60,Professionnels,,Valobat,Point d'apport volontaire
fvm_0440,AVENUE DU GENERAL FERRI,35400,SAINT MALO,AVENUE DU GENERAL FERRI - 35400 SAINT MALO,POINT P,POINT P SAINT MALO,,Professionnels,,Valobat,Point d'apport volontaire
fvm_0441,RUE DE L'HIPPODROME,62280,SAINT MARTIN BOULOGNE,RUE DE L'HIPPODROME - 62280 SAINT MARTIN BOULOGNE,POINT P SAINT MARTIN BOULOGNE,POINT P SAINT MARTIN BOULOGNE,03 21 10 96 60,Professionnels,,Valobat,Point d'apport volontaire
fvm_0442,QUAI DU VIEUX PORT,02100,SAINT QUENTIN,QUAI DU VIEUX PORT - 02100 SAINT QUENTIN,POINT P SAINT QUENTIN,POINT P SAINT QUENTIN,03 23 06 50 30,Professionnels,,Valobat,Point d'apport volontaire
fvm_0443,20 ROUTE DE COMPIEGNE,02200,SOISSONS,20 ROUTE DE COMPIEGNE - 02200 SOISSONS,POINT P SOISSONS,POINT P SOISSONS,03 23 75 65 55,Professionnels,,Valobat,Point d'apport volontaire
fvm_0444,13 AVENUE PASTEUR,59730,SOLESMES,13 AVENUE PASTEUR - 59730 SOLESMES,POINT P SOLESMES,POINT P SOLESMES,03 27 37 30 22,Professionnels,,Valobat,Point d'apport volontaire
fvm_0445,ZI SAINT LEONARD,56450,THEIX,ZI SAINT LEONARD - 56450 THEIX,POINT P,POINT P VANNES THEIX,02 97 54 05 22,Professionnels,,Valobat,Point d'apport volontaire
fvm_0446,ZI rue Blaise Pascal,39000,Lons le Saunier,ZI rue Blaise Pascal - 39000 Lons le Saunier,Point. P Lons-le-Saunier,Point. P,384861234,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0447,22 rue du 11 Novembre,71500,Louhans,22 rue du 11 Novembre - 71500 Louhans,Point. P Louhans,Point. P,03 95 75 15 52,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0448,3 rue Victor Grignard,91540,Mennecy,"3 rue Victor Grignard, 91540 Mennecy",Point. P Mennecy,Point. P,01 64 57 09 24,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0449,52 quai H.Rossignol,77000,Melun,"52 quai H.Rossignol, 77000 Melun",Melun,Point. P,01 64 39 35 22,,,Valobat,Point d'apport volontaire
fvm_0450,4 place de l'Europe,77610,Fontenay Tresigny,"4 place de l'Europe, 77610 Fontenay Tresigny",Fontenay Tresigny,Point. P,01 64 25 93 42,,,Valobat,Point d'apport volontaire
fvm_0451,13 Av de la foulée,77100,Nanteuil les Meaux,"13 Av de la foulée, 77100 Nanteuil les Meaux",Nanteuil les Meaux,Point. P,01 64 33 44 22,,,Valobat,Point d'apport volontaire
fvm_0452,7/9 route d'Ozoir,77680,Roissy en Brie,"7/9 route d'Ozoir, 77680 Roissy en Brie",Roissy en Brie,Point. P,01 60 34 52 00,,,Valobat,Point d'apport volontaire
fvm_0453,Rue du Moutier,77230,St Mard,"Rue du Moutier, 77230 St Mard",Saint Mard,Point. P,01 60 03 12 36,,,Valobat,Point d'apport volontaire
fvm_0454,KERORIEN,56580,CREDIN,KERORIEN - 56580 CREDIN,Déchèterie CREDIN,PONTIVY COMMUNAUTE,02 97 79 13 23,Professionnels,Particuliers,,Point d'apport volontaire
fvm_0455,BRANGUILY,56920,GUELTAS,BRANGUILY - 56920 GUELTAS,Déchèterie DE GUELTAS,PONTIVY COMMUNAUTE,02 97 79 13 23,Professionnels,Particuliers,,Point d'apport volontaire
fvm_0456,RUE BERTHELOT,56300,PONTIVY,RUE BERTHELOT - 56300 PONTIVY,Déchèterie PONTIVY,PONTIVY COMMUNAUTE,02 97 79 13 23,Professionnels,Particuliers,,Point d'apport volontaire
fvm_0457,"PA DE KERPONNER, la villeneuve",56920,NOYAL PONTIVY,"PA DE KERPONNER, la villeneuve - 56920 NOYAL PONTIVY",Déchèterie DE KERPONNER,PONTIVY COMMUNAUTE,02 97 79 13 23,Professionnels,Particuliers,,Point d'apport volontaire
fvm_0458,BANN AR LANN,56480,CLEGUEREC,BANN AR LANN - 56480 CLEGUEREC,Déchèterie  CLEGUEREC,PONTIVY COMMUNAUTE,02 97 79 13 23,Professionnels,Particuliers,,Point d'apport volontaire
fvm_0459,LE PETIT MENEC,56920,NOYAL PONTIVY,LE PETIT MENEC - 56920 NOYAL PONTIVY,Déchèterie NOYAL,PONTIVY COMMUNAUTE,02 97 79 13 23,Professionnels,Particuliers,,Point d'apport volontaire
fvm_0460,13 RUE DE SIGNAN,56300,PONTIVY,13 RUE DE SIGNAN - 56300 PONTIVY,Déchèterie SIGNAN,PONTIVY COMMUNAUTE,02 97 79 13 23,Professionnels,Particuliers,,Point d'apport volontaire
fvm_0461,RUE ABBE EDME MARIOTTE,56230,QUESTEMBERT,RUE ABBE EDME MARIOTTE - 56230 QUESTEMBERT,Déchèterie DE KERVAULT,QUESTEMBERT COMMUNAUTE,02 97 26 59 51,Professionnels,Particuliers,,Point d'apport volontaire
fvm_0462,L'EPINE,56220,LIMERZEL,L'EPINE - 56220 LIMERZEL,Déchèterie DE L EPINE,QUESTEMBERT COMMUNAUTE,02 97 26 59 51,Professionnels,Particuliers,,Point d'apport volontaire
fvm_0463,25 Chemin des fontaines,74100,VETRAZ-MONTHOUX,25 Chemin des fontaines - 74100 - VETRAZ-MONTHOUX,R.C.R.,R.C.R.,04 50 37 27 67,Professionnels,Particuliers,,Point d'apport volontaire
fvm_0464,11 rue henri SELLIER,79000,NIORT,11 rue henri SELLIER - 79000 - NIORT,RAIVALOR,RAIVALOR,05 49 09 27 46,Professionnels,Particuliers,,Point d'apport volontaire
fvm_0465,19 avenue Clément FAYAT,32500,Fleurance,19 avenue Clément FAYAT - 32500 - Fleurance,R2D2,Recyclage et Reemploi pour Developpement Durable,05 62 63 48 52,Professionnels,Particuliers,,Point d'apport volontaire
fvm_0466,780 Rue du Maneguen,56850,Caudan,780 Rue du Maneguen - 56850 Caudan,Recycleurs Bretons Caudan,Recycleurs Bretons,02 97 81 60 82,Professionnels,Particuliers,"Ecomaison, Valobat",Point d'apport volontaire
fvm_0467,ZAC de Kerdanvez,29160,Crozon,ZAC de Kerdanvez - 29160 Crozon,Recycleurs Bretons Crozon,Recycleurs Bretons,02 98 03 29 98,Professionnels,Particuliers,,Point d'apport volontaire
fvm_0468,170 rue Jacqueline Auriol,29490,Guipavas,170 rue Jacqueline Auriol - 29490 Guipavas,Recycleurs Bretons Guipavas,Recycleurs Bretons,02 98 03 29 98,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0469,Rdpt de Ty Colo,29820,Guilers,Rdpt de Ty Colo - 29820 Guilers,Recycleurs Bretons Guilers,Recycleurs Bretons,02 98 36 61 61,Professionnels,Particuliers,"Ecomaison, Valobat, Valdelia",Point d'apport volontaire
fvm_0470,ZI de Kerbriant,29610,Plouigneau,ZI de Kerbriant - 29610 Plouigneau,Recycleurs Bretons Plouigneau,Recycleurs Bretons,02 98 79 82 00,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0471,"ZA de Ruau, 30 rue des Hauts Fourneaux",,,"ZA de Ruau, 30 rue des Hauts Fourneaux",Déchèterie Pro,Renouveau Circulaire,05 32 52 89 10,Professionnels,,,Point d'apport volontaire
fvm_0472,3 rue Jean MERMOZ,87270,COUZEIX,3 rue Jean MERMOZ  - 87270 - COUZEIX,REVIPLAST,REVIPLAST,05 55 09 77 80,Professionnels,,Valdélia,Point d'apport volontaire
fvm_0473,16b Rte de Sottevast,50700,Yvetot-Bocage,16b Rte de Sottevast - 50700 Yvetot-Bocage,REVIVAL - DERICHEBOURG VALOGNES,REVIVAL,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0474,148 rue de Lomé,27000,EVREUX,148 rue de Lomé - 27000 EVREUX,REVIVAL Evreux,REVIVAL,02 36 62 46 00,,,Valobat,Point d'apport volontaire
fvm_0475,Chaussée de Vexion,27400,LOUVIERS,Chaussée de Vexion - 27400 LOUVIERS,REVIVAL Louviers,REVIVAL,02 32 40 01 06,,,Valobat,Point d'apport volontaire
fvm_0476,QUILLIVOUDEN,29400,PLOUGOURVEST,QUILLIVOUDEN - 29400 PLOUGOURVEST,Centre de recyclage,RMB (Concession MENREC),02 98 68 55 43,Professionnels,Particuliers,,Point d'apport volontaire
fvm_0477,"Route nationale 580, 1064 chemin de la Begude",30126,SAINT-LAURENT-DES-ARBRES,"Route nationale 580, 1064 chemin de la Begude 30126 SAINT-LAURENT-DES-ARBRES",RUBIS SAINT LAURENT,RUBIS,06 78 41 91 30,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0478,"ZI Roubian, Route de St Remy",13150,Tarascon,"ZI Roubian, Route de St Remy 13150 Tarascon",Rubis matériaux Tarascon,Rubis matériau,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0479,LD ZA DE MARENGO,12160,BARAQUEVILLE,"LD ZA DE MARENGO, 12160 BARAQUEVILLE",SARL PUECHOULTRES,SARL PUECHOULTRES,05 65 69 02 70,Professionnels,Particuliers,,Point d'apport volontaire
fvm_0480,19 allée de Toliere,36000,CHATEAUROUX,19 allée de Toliere - 36000 CHATEAUROUX,déchèterie professionnele dechet'pro36,sas,02 54 61 05 40,Professionnels,Particuliers,,Point d'apport volontaire
fvm_0481,Le Point du Jour,56500,SAINT ALLOUESTRE,Le Point du Jour - 56500 SAINT ALLOUESTRE,SAS MENREC,SAS MENREC,07 87 25 57 67,Professionnels,Particuliers,,Point d'apport volontaire
fvm_0482,"ZI, 180 RUE BLAISE PASCAL",39000,LONS-LE-SAUNIER,"ZI, 180 RUE BLAISE PASCAL, 39000 LONS-LE-SAUNIER",SAS PAGET,SAS PAGET,03 84 24 23 19,,,Valobat,Point d'apport volontaire
fvm_0483,1 route de Mackwiller,67430,DIEMERINGEN,1 route de Mackwiller - 67430 DIEMERINGEN,SCHMIDT Frères,SCHMIDT Frères SAS,03 88 00 41 80,Professionnels,Particuliers,,Point d'apport volontaire
fvm_0484,6 rue de Cherbourg,67026,Strasbourg,6 rue de Cherbourg - 67026 - Strasbourg,SCHROLL STRASBOURG,SCHROLL,03 88 40 58 40,Professionnels,,Valobat,Point d'apport volontaire
fvm_0485,44 route Industrielle de la Hardt,67120,Molsheim,44 route Industrielle de la Hardt - 67120 - Molsheim,SCHROLL MOLSHEIM,SCHROLL,03 67 07 99 19,Professionnels,,Valobat,Point d'apport volontaire
fvm_0486,26 rue Edouard Branly,68000,Colmar,26 rue Edouard Branly - 68000 - Colmar,SCHROLL COLMAR,SCHROLL,03 89 41 52 40,Professionnels,,Valobat,Point d'apport volontaire
fvm_0487,2A rue des Imprimés CS 40068,68120,Pfastatt,2A rue des Imprimés CS 40068 - 68120 Pfastatt,SCHROLL PFASTATT,SCHROLL,03 89 57 15 93,Professionnels,,Valobat,Point d'apport volontaire
fvm_0488,51 rue de la Frm Claus,67500,Haguenau,51 rue de la Frm Claus - 67500 Haguenau,SCHROLL HAGUENAU,SCHROLL,03 67 07 95 63,Professionnels,,Valobat,Point d'apport volontaire
fvm_0489,Zone Industrielle du Grand-Bois-Est,33750,SAINT-GERMAIN-DU-PUCH,Zone Industrielle du Grand-Bois-Est - 33750 SAINT-GERMAIN-DU-PUCH,Déchèterie Saint-Germain du Puch,SEMOCTOM,05 57 34 53 20,Professionnels,Particuliers,,Point d'apport volontaire
fvm_0490,9 route de l'Allégret,33670,SAINT-LEON,9 route de l'Allégret - 33670 SAINT-LEON,Déchèterie Saint-Léon,SEMOCTOM,05 57 34 53 20,Professionnels,Particuliers,,Point d'apport volontaire
fvm_0491,ZI de Lalande,33450,SAINT-LOUBES,ZI de Lalande - 33450 SAINT-LOUBES,Déchèterie Saint-Loubes,SEMOCTOM,05 57 34 53 20,,Particuliers,,Point d'apport volontaire
fvm_0492,12 Zone Artisanale de Boisson,33410,BEGUEY,12 Zone Artisanale de Boisson - 33410 BEGUEY,Déchèterie Beguey,SEMOCTOM,05 57 34 53 20,Professionnels,Particuliers,,Point d'apport volontaire
fvm_0493,20 rue de Fos sur Mer- Port Edouard Herriot,69007,Lyon,20 rue de Fos sur Mer- Port Edouard Herriot - 69007 Lyon,Centre de recyclage,Serfim recyclage,04 78 21 60 61,Professionnels,,Valobat,Point d'apport volontaire
fvm_0494,99 chemin du Charbonnier,69800,Saint-Priest,99 chemin du Charbonnier - 69800 - Saint-Priest,Centre de recyclage,Serfim recyclage,04 78 20 96 41,Professionnels,,"Ecomaison, Valdélia, Valobat",Point d'apport volontaire
fvm_0495,6 impasse rené Varennes,42150,La Ricamarie,6 impasse rené Varennes - 42150 - La Ricamarie,Déchèterie professionnelle,Sermaco,04 77 80 83 80,Professionnels,Particuliers,Ecomaison,Point d'apport volontaire
fvm_0496,17 Rue des Frères Lumière,39200,Saint-Claude,17 Rue des Frères Lumière - 39200 Saint-Claude,Décheterie SAINT CLAUDE,SICTOM du HAUT JURA,03 84 45 52 79,Professionnels,Particuliers,,Point d'apport volontaire
fvm_0497,Col de la Savine,39400,Morbier,Col de la Savine - 39400 Morbier,Décheterie MORBIER,SICTOM du HAUT JURA,03 84 33 41 61,Professionnels,Particuliers,,Point d'apport volontaire
fvm_0498,Rue Curé Marquis,39170,Saint-Lupicin,Rue Curé Marquis - 39170 Saint-Lupicin,Déchèterie SAINT LUPICIN,SICTOM du HAUT JURA,06 73 19 30 07,Professionnels,Particuliers,,Point d'apport volontaire
fvm_0499,LES FROMENTAUX,43260,ST JULIEN CHAPTEUIL,LES FROMENTAUX - 43260 ST JULIEN CHAPTEUIL,Déchèterie de ST JULIEN CHAPTEUIL,SICTOM EMBLAVEZ MEYGAL,471013712,,Particuliers,Valobat,Point d'apport volontaire
fvm_0500,2 D103,43800,Saint-Vincent,"2 D103, 43800 Saint-Vincent",Déchèterie de ST VINCENT,SICTOM EMBLAVEZ MEYGAL,471085975,,Particuliers,Valobat,Point d'apport volontaire
